epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,3706.6,0.55764,0.33274,0.00174,0.89899,0.83862,0.91612,0.76108,0.66576,0.52609,0.00425,0.00018575,0.00018575,0.00018575
88,3748.99,0.53699,0.3333,0.00168,0.90753,0.82014,0.91349,0.75706,0.66505,0.54245,0.00433,0.000173375,0.000173375,0.000173375
89,3791.4,0.52364,0.33715,0.00171,0.89421,0.85724,0.92032,0.76134,0.66354,0.52069,0.00424,0.000161,0.000161,0.000161
90,3833.94,0.53915,0.33135,0.00166,0.87847,0.86328,0.91646,0.76002,0.65684,0.52745,0.00416,0.000148625,0.000148625,0.000148625
91,3877.97,0.55586,0.34113,0.00171,0.90666,0.84528,0.91773,0.7596,0.65963,0.5228,0.00418,0.00013625,0.00013625,0.00013625
92,3920.57,0.56546,0.3305,0.00161,0.88798,0.87484,0.9196,0.76172,0.65987,0.52054,0.00423,0.000123875,0.000123875,0.000123875
93,3963.02,0.55689,0.34381,0.00166,0.92089,0.83806,0.91886,0.76496,0.65449,0.51704,0.00416,0.0001115,0.0001115,0.0001115
94,4005.44,0.54397,0.3428,0.00166,0.89261,0.86245,0.91824,0.76633,0.64905,0.52163,0.00412,9.9125e-05,9.9125e-05,9.9125e-05
95,4047.9,0.54527,0.3334,0.00161,0.88716,0.86334,0.91792,0.76722,0.65117,0.52031,0.00416,8.675e-05,8.675e-05,8.675e-05
96,4090.36,0.5362,0.32595,0.00155,0.90494,0.85031,0.91895,0.76633,0.65045,0.51761,0.00413,7.4375e-05,7.4375e-05,7.4375e-05
97,4133.96,0.53262,0.31623,0.00159,0.89978,0.8617,0.9183,0.76712,0.6478,0.51101,0.00412,6.2e-05,6.2e-05,6.2e-05
98,4179.73,0.52319,0.32352,0.00157,0.88818,0.8762,0.91924,0.76581,0.65061,0.50841,0.00412,4.9625e-05,4.9625e-05,4.9625e-05
99,4226.85,0.52188,0.33181,0.00155,0.89252,0.87167,0.9187,0.76817,0.64672,0.51233,0.00411,3.725e-05,3.725e-05,3.725e-05
100,4271.11,0.53873,0.33682,0.00157,0.89605,0.85964,0.9174,0.76768,0.64895,0.51488,0.00413,2.4875e-05,2.4875e-05,2.4875e-05
